codigo_ibge,nome_municipio
2201,Bom Jesus
2300,Bom Sucesso
2409,Bonito de Santa Fé
2508,Boqueirão
2706,Borborema
2805,Brejo do Cruz
2904,Brejo dos Santos
3001,Caaporã
3100,Cabaceiras
3209,Cabedelo
3308,Cachoeira dos Índios
3407,Cacimba de Areia
3506,Cacimba de Dentro
3555,Cacimbas
3605,Caiçara
3704,Cajazeiras
3753,Cajazeirinhas
3803,Caldas Brandão
3902,Camalaú
4009,Campina Grande
4033,Capim
4074,Caraúbas
4108,Carrapateira
4157,Casserengue
4207,Catingueira
4306,Catolé do Rocha
4355,Caturité
4405,Conceição
4504,Condado
4603,Conde
4702,Congo
4801,Coremas
4850,Coxixola
4900,Cruz do Espírito Santo
5006,Cubati
5105,Cuité
5238,Cuité de Mamanguape
5204,Cuitegi
5279,Curral de Cima
5303,Curral Velho
5352,Damião
5402,Desterro
5600,Diamante
5709,Dona Inês
5808,Duas Estradas
5907,Emas
6004,Esperança
6103,Fagundes
6202,Frei Martinho
6251,Gado Bravo
6301,Guarabira
6400,Gurinhém
6509,Gurjão
6608,Ibiara
2607,Igaracy
6707,Imaculada
6806,Ingá
6905,Itabaiana
7002,Itaporanga
7101,Itapororoca
7200,Itatuba
7309,Jacaraú
7408,Jericó
7507,João Pessoa
13653,Joca Claudino
7606,Juarez Távora
7705,Juazeirinho
7804,Junco do Seridó
7903,Juripiranga
8000,Juru
8109,Lagoa
8208,Lagoa de Dentro
8307,Lagoa Seca
8406,Lastro
8505,Livramento
8554,Logradouro
8604,Lucena
8703,Mãe d'Água
8802,Malta
8901,Mamanguape
9008,Manaíra
9057,Marcação
9107,Mari
9156,Marizópolis
9206,Massaranduba
9305,Mataraca
9339,Matinhas
9370,Mato Grosso
9396,Maturéia
9404,Mogeiro
9503,Montadas
9602,Monte Horebe
9701,Monteiro
9800,Mulungu
9909,Natuba
10006,Nazarezinho
10105,Nova Floresta
10204,Nova Olinda
10303,Nova Palmeira
10402,Olho d'Água
10501,Olivedos
10600,Ouro Velho
10659,Parari
10709,Passagem
10808,Patos
10907,Paulista
11004,Pedra Branca
11103,Pedra Lavrada
11202,Pedras de Fogo
12721,Pedro Régis
11301,Piancó
11400,Picuí
11509,Pilar
11608,Pilões
11707,Pilõezinhos
11806,Pirpirituba
11905,Pitimbu
12002,Pocinhos
12036,Poço Dantas
12077,Poço de José de Moura
12101,Pombal
12200,Prata
12309,Princesa Isabel
12408,Puxinanã
12507,Queimadas
12606,Quixaba
12705,Remígio
12747,Riachão
12754,Riachão do Bacamarte
12762,Riachão do Poço
12788,Riacho de Santo Antônio
12804,Riacho dos Cavalos
12903,Rio Tinto
13000,Salgadinho
13109,Salgado de São Félix
13158,Santa Cecília
13208,Santa Cruz
13307,Santa Helena
13356,Santa Inês
13406,Santa Luzia
13703,Santa Rita
13802,Santa Teresinha
13505,Santana de Mangueira
13604,Santana dos Garrotes
13851,Santo André
13927,São Bentinho
13901,São Bento
13968,São Domingos
13943,São Domingos do Cariri
13984,São Francisco
14008,São João do Cariri
700,São João do Rio do Peixe
14107,São João do Tigre
14206,São José da Lagoa Tapada
14305,São José de Caiana
14404,São José de Espinharas
14503,São José de Piranhas
14552,São José de Princesa
14602,São José do Bonfim
14651,São José do Brejo do Cruz
14701,São José do Sabugi
14800,São José dos Cordeiros
14453,São José dos Ramos
14909,São Mamede
15005,São Miguel de Taipu
15104,São Sebastião de Lagoa de Roça
15203,São Sebastião do Umbuzeiro
15401,São Vicente do Seridó
15302,Sapé
15500,Serra Branca
15609,Serra da Raiz
15708,Serra Grande
15807,Serra Redonda
15906,Serraria
15930,Sertãozinho
15971,Sobrado
16003,Solânea
16102,Soledade
16151,Sossêgo
16201,Sousa
16300,Sumé
16409,Tacima
16508,Taperoá
16607,Tavares
16706,Teixeira
16755,Tenório
16805,Triunfo
16904,Uiraúna
17001,Umbuzeiro
17100,Várzea
17209,Vieirópolis
5501,Vista Serrana
17407,Zabelê
54,Abreu e Lima
104,Afogados da Ingazeira
203,Afrânio
302,Agrestina
401,Água Preta
500,Águas Belas
609,Alagoinha
708,Aliança
807,Altinho
906,Amaraji
1003,Angelim
1052,Araçoiaba
1102,Araripina
1201,Arcoverde
1300,Barra de Guabiraba
1409,Barreiros
1508,Belém de Maria
1607,Belém do São Francisco
1706,Belo Jardim
1805,Betânia
1904,Bezerros
2001,Bodocó
2100,Bom Conselho
2209,Bom Jardim
2308,Bonito
2407,Brejão
2506,Brejinho
2605,Brejo da Madre de Deus
2704,Buenos Aires
2803,Buíque
2902,Cabo de Santo Agostinho
3009,Cabrobó
3108,Cachoeirinha
3207,Caetés
3306,Calçado
3405,Calumbi
3454,Camaragibe
3504,Camocim de São Félix
3603,Camutanga
3702,Canhotinho
3801,Capoeiras
3900,Carnaíba
3926,Carnaubeira da Penha
4007,Carpina
4106,Caruaru
4155,Casinhas
4205,Catende
4304,Cedro
4403,Chã de Alegria
4502,Chã Grande
4601,Condado
4700,Correntes
4809,Cortês
4908,Cumaru
5004,Cupira
5103,Custódia
5152,Dormentes
5202,Escada
5301,Exu
5400,Feira Nova
5459,Fernando de Noronha
5509,Ferreiros
5608,Flores
5707,Floresta
5806,Frei Miguelinho
5905,Gameleira
6002,Garanhuns
6101,Glória do Goitá
6200,Goiana
6309,Granito
6408,Gravatá
6507,Iati
6606,Ibimirim
6705,Ibirajuba
6804,Igarassu
6903,Iguaracy
7604,Ilha de Itamaracá
7000,Inajá
7109,Ingazeira
7208,Ipojuca
7307,Ipubi
7406,Itacuruba
7505,Itaíba
7653,Itambé
7703,Itapetim
7752,Itapissuma
7802,Itaquitinga
7901,Jaboatão dos Guararapes
7950,Jaqueira
8008,Jataúba
8057,Jatobá
8107,João Alfredo
8206,Joaquim Nabuco
8255,Jucati
8305,Jupi
8404,Jurema
8503,Lagoa de Itaenga
8453,Lagoa do Carro
8602,Lagoa do Ouro
8701,Lagoa dos Gatos
8750,Lagoa Grande
8800,Lajedo
8909,Limoeiro
9006,Macaparana
9105,Machados
9154,Manari
9204,Maraial
9303,Mirandiba
14303,Moreilândia
9402,Moreno
9501,Nazaré da Mata
9600,Olinda
9709,Orobó
9808,Orocó
9907,Ouricuri
10004,Palmares
10103,Palmeirina
10202,Panelas
10301,Paranatama
10400,Parnamirim
10509,Passira
10608,Paudalho
10707,Paulista
10806,Pedra
10905,Pesqueira
11002,Petrolândia
11101,Petrolina
11200,Poção
11309,Pombos
11408,Primavera
11507,Quipapá
11533,Quixaba
11606,Recife
11705,Riacho das Almas
11804,Ribeirão
11903,Rio Formoso
12000,Sairé
12109,Salgadinho
12208,Salgueiro
12307,Saloá
12406,Sanharó
12455,Santa Cruz
12471,Santa Cruz da Baixa Verde
12505,Santa Cruz do Capibaribe
12554,Santa Filomena
12604,Santa Maria da Boa Vista
12703,Santa Maria do Cambucá
12802,Santa Terezinha
12901,São Benedito do Sul
13008,São Bento do Una
13107,São Caitano
13206,São João
13305,São Joaquim do Monte
13404,São José da Coroa Grande
13503,São José do Belmonte
13602,São José do Egito
13701,São Lourenço da Mata
13800,São Vicente Férrer
13909,Serra Talhada
14006,Serrita
14105,Sertânia
14204,Sirinhaém
14402,Solidão
14501,Surubim
14600,Tabira
14709,Tacaimbó
14808,Tacaratu
14857,Tamandaré
15003,Taquaritinga do Norte
15102,Terezinha
15201,Terra Nova
15300,Timbaúba
15409,Toritama
15508,Tracunhaém
15607,Trindade
15706,Triunfo
15805,Tupanatinga
15904,Tuparetama
16001,Venturosa
16100,Verdejante
16183,Vertente do Lério
16209,Vertentes
16308,Vicência
16407,Vitória de Santo Antão
16506,Xexéu
102,Água Branca
201,Anadia
300,Arapiraca
409,Atalaia
508,Barra de Santo Antônio
607,Barra de São Miguel
706,Batalha
805,Belém
904,Belo Monte
1001,Boca da Mata
1100,Branquinha
1209,Cacimbinhas
1308,Cajueiro
1357,Campestre
1407,Campo Alegre
1506,Campo Grande
1605,Canapi
1704,Capela
1803,Carneiros
1902,Chã Preta
2009,Coité do Nóia
2108,Colônia Leopoldina
2207,Coqueiro Seco
2306,Coruripe
2355,Craíbas
2405,Delmiro Gouveia
2504,Dois Riachos
2553,Estrela de Alagoas
2603,Feira Grande
2702,Feliz Deserto
2801,Flexeiras
2900,Girau do Ponciano
3007,Ibateguara
3106,Igaci
3205,Igreja Nova
3304,Inhapi
3403,Jacaré dos Homens
3502,Jacuípe
3601,Japaratinga
3700,Jaramataia
3759,Jequiá da Praia
3809,Joaquim Gomes
3908,Jundiá
4005,Junqueiro
4104,Lagoa da Canoa
4203,Limoeiro de Anadia
4302,Maceió
4401,Major Isidoro
4906,Mar Vermelho
4500,Maragogi
4609,Maravilha
4708,Marechal Deodoro
4807,Maribondo
5002,Mata Grande
5101,Matriz de Camaragibe
5200,Messias
5309,Minador do Negrão
5408,Monteirópolis
5507,Murici
5606,Novo Lino
5705,Olho d'Água das Flores
5804,Olho d'Água do Casado
5903,Olho d'Água Grande
6000,Olivença
6109,Ouro Branco
6208,Palestina
6307,Palmeira dos Índios
6406,Pão de Açúcar
6422,Pariconha
6448,Paripueira
6505,Passo de Camaragibe
6604,Paulo Jacinto
6703,Penedo
6802,Piaçabuçu
6901,Pilar
7008,Pindoba
7107,Piranhas
7206,Poço das Trincheiras
7305,Porto Calvo
7404,Porto de Pedras
7503,Porto Real do Colégio
7602,Quebrangulo
7701,Rio Largo
7800,Roteiro
7909,Santa Luzia do Norte
8006,Santana do Ipanema
8105,Santana do Mundaú
8204,São Brás
8303,São José da Laje
8402,São José da Tapera
8501,São Luís do Quitunde
8600,São Miguel dos Campos
8709,São Miguel dos Milagres
8808,São Sebastião
8907,Satuba
8956,Senador Rui Palmeira
9004,Tanque d'Arca
9103,Taquarana
9152,Teotônio Vilela
9202,Traipu
9301,União dos Palmares
9400,Viçosa
100,Amparo do São Francisco
209,Aquidabã
308,Aracaju
407,Arauá
506,Areia Branca
605,Barra dos Coqueiros
670,Boquim
704,Brejo Grande
1009,Campo do Brito
1108,Canhoba
1207,Canindé de São Francisco
1306,Capela
1405,Carira
1504,Carmópolis
1603,Cedro de São João
1702,Cristinápolis
1900,Cumbe
2007,Divina Pastora
2106,Estância
2205,Feira Nova
2304,Frei Paulo
2403,Gararu
2502,General Maynard
2601,Gracho Cardoso
2700,Ilha das Flores
2809,Indiaroba
2908,Itabaiana
3005,Itabaianinha
3104,Itabi
3203,Itaporanga d'Ajuda
3302,Japaratuba
3401,Japoatã
3500,Lagarto
3609,Laranjeiras
3708,Macambira
3807,Malhada dos Bois
3906,Malhador
4003,Maruim
4102,Moita Bonita
4201,Monte Alegre de Sergipe
4300,Muribeca
4409,Neópolis
4458,Nossa Senhora Aparecida
4508,Nossa Senhora da Glória
4607,Nossa Senhora das Dores
4706,Nossa Senhora de Lourdes
4805,Nossa Senhora do Socorro
4904,Pacatuba
5000,Pedra Mole
5109,Pedrinhas
5208,Pinhão
5307,Pirambu
5406,Poço Redondo
5505,Poço Verde
5604,Porto da Folha
5703,Propriá
5802,Riachão do Dantas
5901,Riachuelo
6008,Ribeirópolis
6107,Rosário do Catete
6206,Salgado
6305,Santa Luzia do Itanhy
6503,Santa Rosa de Lima
6404,Santana do São Francisco
6602,Santo Amaro das Brotas
6701,São Cristóvão
6800,São Domingos
6909,São Francisco
7006,São Miguel do Aleixo
7105,Simão Dias
7204,Siriri
7303,Telha
7402,Tobias Barreto
7501,Tomar do Geru
7600,Umbaúba
108,Abaíra
207,Abaré
306,Acajutiba
355,Adustina
405,Água Fria
603,Aiquara
702,Alagoinhas
801,Alcobaça
900,Almadina
1007,Amargosa
1106,Amélia Rodrigues
1155,América Dourada
1205,Anagé
1304,Andaraí
1353,Andorinha
1403,Angical
1502,Anguera
1601,Antas
1700,Antônio Cardoso
1809,Antônio Gonçalves
1908,Aporá
1957,Apuarema
2054,Araçás
2005,Aracatu
2104,Araci
2203,Aramari
2252,Arataca
2302,Aratuípe
2401,Aurelino Leal
2500,Baianópolis
2609,Baixa Grande
2658,Banzaê
2708,Barra
2807,Barra da Estiva
2906,Barra do Choça
3003,Barra do Mendes
3102,Barra do Rocha
3201,Barreiras
3235,Barro Alto
3300,Barro Preto
3276,Barrocas
3409,Belmonte
3508,Belo Campo
3607,Biritinga
3706,Boa Nova
3805,Boa Vista do Tupim
3904,Bom Jesus da Lapa
3953,Bom Jesus da Serra
4001,Boninal
4050,Bonito
4100,Boquira
4209,Botuporã
4308,Brejões
4407,Brejolândia
4506,Brotas de Macaúbas
4605,Brumado
4704,Buerarema
4753,Buritirama
4803,Caatiba
4852,Cabaceiras do Paraguaçu
4902,Cachoeira
5008,Caculé
5107,Caém
5156,Caetanos
5206,Caetité
5305,Cafarnaum
5404,Cairu
5503,Caldeirão Grande
5602,Camacan
5701,Camaçari
5800,Camamu
5909,Campo Alegre de Lourdes
6006,Campo Formoso
6105,Canápolis
6204,Canarana
6303,Canavieiras
6402,Candeal
6501,Candeias
6600,Candiba
6709,Cândido Sales
6808,Cansanção
6824,Canudos
6857,Capela do Alto Alegre
6873,Capim Grosso
6899,Caraíbas
6907,Caravelas
7004,Cardeal da Silva
7103,Carinhanha
7202,Casa Nova
7301,Castro Alves
7400,Catolândia
7509,Catu
7558,Caturama
7608,Central
7707,Chorrochó
7806,Cícero Dantas
7905,Cipó
8002,Coaraci
8101,Cocos
8200,Conceição da Feira
8309,Conceição do Almeida
8408,Conceição do Coité
8507,Conceição do Jacuípe
8606,Conde
8705,Condeúba
8804,Contendas do Sincorá
8903,Coração de Maria
9000,Cordeiros
9109,Coribe
9208,Coronel João Sá
9307,Correntina
9406,Cotegipe
9505,Cravolândia
9604,Crisópolis
9703,Cristópolis
9802,Cruz das Almas
9901,Curaçá
10008,Dário Meira
10057,Dias d'Ávila
10107,Dom Basílio
10206,Dom Macedo Costa
10305,Elísio Medrado
10404,Encruzilhada
10503,Entre Rios
504,Érico Cardoso
10602,Esplanada
10701,Euclides da Cunha
10727,Eunápolis
10750,Fátima
10776,Feira da Mata
10800,Feira de Santana
10859,Filadélfia
10909,Firmino Alves
11006,Floresta Azul
11105,Formosa do Rio Preto
11204,Gandu
11253,Gavião
11303,Gentio do Ouro
11402,Glória
11501,Gongogi
11600,Governador Mangabeira
11659,Guajeru
11709,Guanambi
11808,Guaratinga
11857,Heliópolis
11907,Iaçu
12004,Ibiassucê
12103,Ibicaraí
12202,Ibicoara
12301,Ibicuí
12400,Ibipeba
12509,Ibipitanga
12608,Ibiquera
12707,Ibirapitanga
12806,Ibirapuã
12905,Ibirataia
13002,Ibitiara
13101,Ibititá
13200,Ibotirama
13309,Ichu
13408,Igaporã
13457,Igrapiúna
13507,Iguaí
13606,Ilhéus
13705,Inhambupe
13804,Ipecaetá
13903,Ipiaú
14000,Ipirá
14109,Ipupiara
14208,Irajuba
14307,Iramaia
14406,Iraquara
14505,Irará
14604,Irecê
14653,Itabela
14703,Itaberaba
14802,Itabuna
14901,Itacaré
15007,Itaeté
15106,Itagi
15205,Itagibá
15304,Itagimirim
15353,Itaguaçu da Bahia
15403,Itaju do Colônia
15502,Itajuípe
15601,Itamaraju
15700,Itamari
15809,Itambé
15908,Itanagra
16005,Itanhém
16104,Itaparica
16203,Itapé
16302,Itapebi
16401,Itapetinga
16500,Itapicuru
16609,Itapitanga
16708,Itaquara
16807,Itarantim
16856,Itatim
16906,Itiruçu
17003,Itiúba
17102,Itororó
17201,Ituaçu
17300,Ituberá
17334,Iuiu
17359,Jaborandi
17409,Jacaraci
17508,Jacobina
17607,Jaguaquara
17706,Jaguarari
17805,Jaguaripe
17904,Jandaíra
18001,Jequié
18100,Jeremoabo
18209,Jiquiriçá
18308,Jitaúna
18357,João Dourado
18407,Juazeiro
18456,Jucuruçu
18506,Jussara
18555,Jussari
18605,Jussiape
18704,Lafaiete Coutinho
18753,Lagoa Real
18803,Laje
18902,Lajedão
19009,Lajedinho
19058,Lajedo do Tabocal
19108,Lamarão
19157,Lapão
19207,Lauro de Freitas
19306,Lençóis
19405,Licínio de Almeida
19504,Livramento de Nossa Senhora
19553,Luís Eduardo Magalhães
19603,Macajuba
19702,Macarani
19801,Macaúbas
19900,Macururé
19926,Madre de Deus
19959,Maetinga
20007,Maiquinique
20106,Mairi
20205,Malhada
20304,Malhada de Pedras
20403,Manoel Vitorino
20452,Mansidão
20502,Maracás
20601,Maragogipe
20700,Maraú
20809,Marcionílio Souza
20908,Mascote
21005,Mata de São João
21054,Matina
21104,Medeiros Neto
21203,Miguel Calmon
21302,Milagres
21401,Mirangaba
21450,Mirante
21500,Monte Santo
21609,Morpará
21708,Morro do Chapéu
21807,Mortugaba
21906,Mucugê
22003,Mucuri
22052,Mulungu do Morro
22102,Mundo Novo
22201,Muniz Ferreira
22250,Muquém do São Francisco
22300,Muritiba
22409,Mutuípe
22508,Nazaré
22607,Nilo Peçanha
22656,Nordestina
22706,Nova Canaã
22730,Nova Fátima
22755,Nova Ibiá
22805,Nova Itarana
22854,Nova Redenção
22904,Nova Soure
23001,Nova Viçosa
23035,Novo Horizonte
23050,Novo Triunfo
23100,Olindina
23209,Oliveira dos Brejinhos
23308,Ouriçangas
23357,Ourolândia
23407,Palmas de Monte Alto
23506,Palmeiras
23605,Paramirim
23704,Paratinga
23803,Paripiranga
23902,Pau Brasil
24009,Paulo Afonso
24058,Pé de Serra
24108,Pedrão
24207,Pedro Alexandre
24306,Piatã
24405,Pilão Arcado
24504,Pindaí
24603,Pindobaçu
24652,Pintadas
24678,Piraí do Norte
24702,Piripá
24801,Piritiba
24900,Planaltino
25006,Planalto
25105,Poções
25204,Pojuca
25253,Ponto Novo
25303,Porto Seguro
25402,Potiraguá
25501,Prado
25600,Presidente Dutra
25709,Presidente Jânio Quadros
25758,Presidente Tancredo Neves
25808,Queimadas
25907,Quijingue
25931,Quixabeira
25956,Rafael Jambeiro
26004,Remanso
26103,Retirolândia
26202,Riachão das Neves
26301,Riachão do Jacuípe
26400,Riacho de Santana
26509,Ribeira do Amparo
26608,Ribeira do Pombal
26657,Ribeirão do Largo
26707,Rio de Contas
26806,Rio do Antônio
26905,Rio do Pires
27002,Rio Real
27101,Rodelas
27200,Ruy Barbosa
27309,Salinas da Margarida
27408,Salvador
27507,Santa Bárbara
27606,Santa Brígida
27705,Santa Cruz Cabrália
27804,Santa Cruz da Vitória
27903,Santa Inês
28059,Santa Luzia
28109,Santa Maria da Vitória
28406,Santa Rita de Cássia
28505,Santa Terezinha
28000,Santaluz
28208,Santana
28307,Santanópolis
28604,Santo Amaro
28703,Santo Antônio de Jesus
28802,Santo Estêvão
28901,São Desidério
28950,São Domingos
29107,São Felipe
29008,São Félix
29057,São Félix do Coribe
29206,São Francisco do Conde
29255,São Gabriel
29305,São Gonçalo dos Campos
29354,São José da Vitória
29370,São José do Jacuípe
29404,São Miguel das Matas
29503,São Sebastião do Passé
29602,Sapeaçu
29701,Sátiro Dias
29750,Saubara
29800,Saúde
29909,Seabra
30006,Sebastião Laranjeiras
30105,Senhor do Bonfim
30204,Sento Sé
30154,Serra do Ramalho
30303,Serra Dourada
30402,Serra Preta
30501,Serrinha
30600,Serrolândia
30709,Simões Filho
30758,Sítio do Mato
30766,Sítio do Quinto
30774,Sobradinho
30808,Souto Soares
30907,Tabocas do Brejo Velho
31004,Tanhaçu
31053,Tanque Novo
31103,Tanquinho
31202,Taperoá
31301,Tapiramutá
31350,Teixeira de Freitas
31400,Teodoro Sampaio
31509,Teofilândia
31608,Teolândia
31707,Terra Nova
31806,Tremedal
31905,Tucano
32002,Uauá
32101,Ubaíra
32200,Ubaitaba
32309,Ubatã
32408,Uibaí
32457,Umburanas
32507,Una
32606,Urandi
32705,Uruçuca
32804,Utinga
32903,Valença
33000,Valente
33059,Várzea da Roça
33109,Várzea do Poço
33158,Várzea Nova
33174,Varzedo
33208,Vera Cruz
33257,Vereda
33307,Vitória da Conquista
33406,Wagner
33455,Wanderley
33505,Wenceslau Guimarães
33604,Xique-Xique
104,Abadia dos Dourados
203,Abaeté
302,Abre Campo
401,Acaiaca
500,Açucena
609,Água Boa
708,Água Comprida
807,Aguanil
906,Águas Formosas
1003,Águas Vermelhas
1102,Aimorés
1201,Aiuruoca
1300,Alagoa
1409,Albertina
1508,Além Paraíba
1607,Alfenas
1631,Alfredo Vasconcelos
1706,Almenara
1805,Alpercata
1904,Alpinópolis
2001,Alterosa
2050,Alto Caparaó
53509,Alto Jequitibá
2100,Alto Rio Doce
2209,Alvarenga
2308,Alvinópolis
2407,Alvorada de Minas
2506,Amparo do Serra
2605,Andradas
2803,Andrelândia
2852,Angelândia
2902,Antônio Carlos
3009,Antônio Dias
3108,Antônio Prado de Minas
3207,Araçaí
3306,Aracitaba
3405,Araçuaí
3504,Araguari
3603,Arantina
3702,Araponga
3751,Araporã
3801,Arapuá
3900,Araújos
4007,Araxá
4106,Arceburgo
4205,Arcos
4304,Areado
4403,Argirita
4452,Aricanduva
4502,Arinos
4601,Astolfo Dutra
4700,Ataléia
4809,Augusto de Lima
4908,Baependi
5004,Baldim
5103,Bambuí
5202,Bandeira
5301,Bandeira do Sul
5400,Barão de Cocais
5509,Barão de Monte Alto
5608,Barbacena
5707,Barra Longa
5905,Barroso
6002,Bela Vista de Minas
6101,Belmiro Braga
6200,Belo Horizonte
6309,Belo Oriente
6408,Belo Vale
6507,Berilo
6655,Berizal
6606,Bertópolis
6705,Betim
6804,Bias Fortes
6903,Bicas
7000,Biquinhas
7109,Boa Esperança
7208,Bocaina de Minas
7307,Bocaiúva
7406,Bom Despacho
7505,Bom Jardim de Minas
7604,Bom Jesus da Penha
7703,Bom Jesus do Amparo
7802,Bom Jesus do Galho
7901,Bom Repouso
8008,Bom Sucesso
8107,Bonfim
8206,Bonfinópolis de Minas
8255,Bonito de Minas
8305,Borda da Mata
8404,Botelhos
8503,Botumirim
8701,Brás Pires
8552,Brasilândia de Minas
8602,Brasília de Minas
8800,Braúnas
8909,Brazópolis
9006,Brumadinho
9105,Bueno Brandão
9204,Buenópolis
9253,Bugre
9303,Buritis
9402,Buritizeiro
9451,Cabeceira Grande
9501,Cabo Verde
9600,Cachoeira da Prata
9709,Cachoeira de Minas
2704,Cachoeira de Pajeú
9808,Cachoeira Dourada
9907,Caetanópolis
10004,Caeté
10103,Caiana
10202,Cajuri
10301,Caldas
10400,Camacho
10509,Camanducaia
10608,Cambuí
10707,Cambuquira
10806,Campanário
10905,Campanha
11002,Campestre
11101,Campina Verde
11150,Campo Azul
11200,Campo Belo
11309,Campo do Meio
11408,Campo Florido
11507,Campos Altos
11606,Campos Gerais
11903,Cana Verde
11705,Canaã
11804,Canápolis
12000,Candeias
12059,Cantagalo
12109,Caparaó
12208,Capela Nova
12307,Capelinha
12406,Capetinga
12505,Capim Branco
12604,Capinópolis
12653,Capitão Andrade
12703,Capitão Enéas
12802,Capitólio
12901,Caputira
13008,Caraí
13107,Caranaíba
13206,Carandaí
13305,Carangola
13404,Caratinga
13503,Carbonita
13602,Careaçu
13701,Carlos Chagas
13800,Carmésia
13909,Carmo da Cachoeira
14006,Carmo da Mata
14105,Carmo de Minas
14204,Carmo do Cajuru
14303,Carmo do Paranaíba
14402,Carmo do Rio Claro
14501,Carmópolis de Minas
14550,Carneirinho
14600,Carrancas
14709,Carvalhópolis
14808,Carvalhos
14907,Casa Grande
15003,Cascalho Rico
15102,Cássia
15300,Cataguases
15359,Catas Altas
15409,Catas Altas da Noruega
15458,Catuji
15474,Catuti
15508,Caxambu
15607,Cedro do Abaeté
15706,Central de Minas
15805,Centralina
15904,Chácara
16001,Chalé
16100,Chapada do Norte
16159,Chapada Gaúcha
16209,Chiador
16308,Cipotânea
16407,Claraval
16506,Claro dos Poções
16605,Cláudio
16704,Coimbra
16803,Coluna
16902,Comendador Gomes
17009,Comercinho
17108,Conceição da Aparecida
15201,Conceição da Barra de Minas
17306,Conceição das Alagoas
17207,Conceição das Pedras
17405,Conceição de Ipanema
17504,Conceição do Mato Dentro
17603,Conceição do Pará
17702,Conceição do Rio Verde
17801,Conceição dos Ouros
17836,Cônego Marinho
17876,Confins
17900,Congonhal
18007,Congonhas
18106,Congonhas do Norte
18205,Conquista
18304,Conselheiro Lafaiete
18403,Conselheiro Pena
18502,Consolação
18601,Contagem
18700,Coqueiral
18809,Coração de Jesus
18908,Cordisburgo
19005,Cordislândia
19104,Corinto
19203,Coroaci
19302,Coromandel
19401,Coronel Fabriciano
19500,Coronel Murta
19609,Coronel Pacheco
19708,Coronel Xavier Chaves
19807,Córrego Danta
19906,Córrego do Bom Jesus
19955,Córrego Fundo
20003,Córrego Novo
20102,Couto de Magalhães de Minas
20151,Crisólita
20201,Cristais
20300,Cristália
20409,Cristiano Otoni
20508,Cristina
20607,Crucilândia
20706,Cruzeiro da Fortaleza
20805,Cruzília
20839,Cuparaque
20870,Curral de Dentro
20904,Curvelo
21001,Datas
21100,Delfim Moreira
21209,Delfinópolis
21258,Delta
21308,Descoberto
21407,Desterro de Entre Rios
21506,Desterro do Melo
21605,Diamantina
21704,Diogo de Vasconcelos
21803,Dionísio
21902,Divinésia
22009,Divino
22108,Divino das Laranjeiras
22207,Divinolândia de Minas
22306,Divinópolis
22355,Divisa Alegre
22405,Divisa Nova
22454,Divisópolis
22470,Dom Bosco
22504,Dom Cavati
22603,Dom Joaquim
22702,Dom Silvério
22801,Dom Viçoso
22900,Dona Euzébia
23007,Dores de Campos
23106,Dores de Guanhães
23205,Dores do Indaiá
23304,Dores do Turvo
23403,Doresópolis
23502,Douradoquara
23528,Durandé
23601,Elói Mendes
23700,Engenheiro Caldas
23809,Engenheiro Navarro
23858,Entre Folhas
23908,Entre Rios de Minas
24005,Ervália
24104,Esmeraldas
24203,Espera Feliz
24302,Espinosa
24401,Espírito Santo do Dourado
24500,Estiva
24609,Estrela Dalva
24708,Estrela do Indaiá
24807,Estrela do Sul
24906,Eugenópolis
25002,Ewbank da Câmara
25101,Extrema
25200,Fama
25309,Faria Lemos
25408,Felício dos Santos
25606,Felisburgo
25705,Felixlândia
25804,Fernandes Tourinho
25903,Ferros
25952,Fervedouro
26000,Florestal
26109,Formiga
26208,Formoso
26307,Fortaleza de Minas
26406,Fortuna de Minas
26505,Francisco Badaró
26604,Francisco Dumont
26703,Francisco Sá
26752,Franciscópolis
26802,Frei Gaspar
26901,Frei Inocêncio
26950,Frei Lagonegro
27008,Fronteira
27057,Fronteira dos Vales
27073,Fruta de Leite
27107,Frutal
27206,Funilândia
27305,Galiléia
27339,Gameleiras
27354,Glaucilândia
27370,Goiabeira
27388,Goianá
27404,Gonçalves
27503,Gonzaga
27602,Gouveia
27701,Governador Valadares
27800,Grão Mogol
27909,Grupiara
28006,Guanhães
28105,Guapé
28204,Guaraciaba
28253,Guaraciama
28303,Guaranésia
28402,Guarani
28501,Guarará
28600,Guarda-Mor
28709,Guaxupé
28808,Guidoval
28907,Guimarânia
29004,Guiricema
29103,Gurinhatã
29202,Heliodora
29301,Iapu
29400,Ibertioga
29509,Ibiá
29608,Ibiaí
29657,Ibiracatu
29707,Ibiraci
29806,Ibirité
29905,Ibitiúra de Minas
30002,Ibituruna
30051,Icaraí de Minas
30101,Igarapé
30200,Igaratinga
30309,Iguatama
30408,Ijaci
30507,Ilicínea
30556,Imbé de Minas
30606,Inconfidentes
30655,Indaiabira
30705,Indianópolis
30804,Ingaí
30903,Inhapim
31000,Inhaúma
31109,Inimutaba
31158,Ipaba
31208,Ipanema
31307,Ipatinga
31406,Ipiaçu
31505,Ipuiúna
31604,Iraí de Minas
31703,Itabira
31802,Itabirinha
31901,Itabirito
32008,Itacambira
32107,Itacarambi
32206,Itaguara
32305,Itaipé
32404,Itajubá
32503,Itamarandiba
32602,Itamarati de Minas
32701,Itambacuri
32800,Itambé do Mato Dentro
32909,Itamogi
33006,Itamonte
