codigo_ibge,nome_municipio
33105,Itanhandu
33204,Itanhomi
33303,Itaobim
33402,Itapagipe
33501,Itapecerica
33600,Itapeva
33709,Itatiaiuçu
33758,Itaú de Minas
33808,Itaúna
33907,Itaverava
34004,Itinga
34103,Itueta
34202,Ituiutaba
34301,Itumirim
34400,Iturama
34509,Itutinga
34608,Jaboticatubas
34707,Jacinto
34806,Jacuí
34905,Jacutinga
35001,Jaguaraçu
35050,Jaíba
35076,Jampruca
35100,Janaúba
35209,Januária
35308,Japaraíba
35357,Japonvar
35407,Jeceaba
35456,Jenipapo de Minas
35506,Jequeri
35605,Jequitaí
35704,Jequitibá
35803,Jequitinhonha
35902,Jesuânia
36009,Joaíma
36108,Joanésia
36207,João Monlevade
36306,João Pinheiro
36405,Joaquim Felício
36504,Jordânia
36520,José Gonçalves de Minas
36553,José Raydan
36579,Josenópolis
36652,Juatuba
36702,Juiz de Fora
36801,Juramento
36900,Juruaia
36959,Juvenília
37007,Ladainha
37106,Lagamar
37205,Lagoa da Prata
37304,Lagoa dos Patos
37403,Lagoa Dourada
37502,Lagoa Formosa
37536,Lagoa Grande
37601,Lagoa Santa
37700,Lajinha
37809,Lambari
37908,Lamim
38005,Laranjal
38104,Lassance
38203,Lavras
38302,Leandro Ferreira
38351,Leme do Prado
38401,Leopoldina
38500,Liberdade
38609,Lima Duarte
38625,Limeira do Oeste
38658,Lontra
38674,Luisburgo
38682,Luislândia
38708,Luminárias
38807,Luz
38906,Machacalis
39003,Machado
39102,Madre de Deus de Minas
39201,Malacacheta
39250,Mamonas
39300,Manga
39409,Manhuaçu
39508,Manhumirim
39607,Mantena
39805,Mar de Espanha
39706,Maravilhas
39904,Maria da Fé
40001,Mariana
40100,Marilac
40159,Mário Campos
40209,Maripá de Minas
40308,Marliéria
40407,Marmelópolis
40506,Martinho Campos
40530,Martins Soares
40555,Mata Verde
40605,Materlândia
40704,Mateus Leme
71501,Mathias Lobato
40803,Matias Barbosa
40852,Matias Cardoso
40902,Matipó
41009,Mato Verde
41108,Matozinhos
41207,Matutina
41306,Medeiros
41405,Medina
41504,Mendes Pimentel
41603,Mercês
41702,Mesquita
41801,Minas Novas
41900,Minduri
42007,Mirabela
42106,Miradouro
42205,Miraí
42254,Miravânia
42304,Moeda
42403,Moema
42502,Monjolos
42601,Monsenhor Paulo
42700,Montalvânia
42809,Monte Alegre de Minas
42908,Monte Azul
43005,Monte Belo
43104,Monte Carmelo
43153,Monte Formoso
43203,Monte Santo de Minas
43401,Monte Sião
43302,Montes Claros
43450,Montezuma
43500,Morada Nova de Minas
43609,Morro da Garça
43708,Morro do Pilar
43807,Munhoz
43906,Muriaé
44003,Mutum
44102,Muzambinho
44201,Nacip Raydan
44300,Nanuque
44359,Naque
44375,Natalândia
44409,Natércia
44508,Nazareno
44607,Nepomuceno
44656,Ninheira
44672,Nova Belém
44706,Nova Era
44805,Nova Lima
44904,Nova Módica
45000,Nova Ponte
45059,Nova Porteirinha
45109,Nova Resende
45208,Nova Serrana
36603,Nova União
45307,Novo Cruzeiro
45356,Novo Oriente de Minas
45372,Novorizonte
45406,Olaria
45455,Olhos-d'Água
45505,Olímpio Noronha
45604,Oliveira
45703,Oliveira Fortes
45802,Onça de Pitangui
45851,Oratórios
45877,Orizânia
45901,Ouro Branco
46008,Ouro Fino
46107,Ouro Preto
46206,Ouro Verde de Minas
46255,Padre Carvalho
46305,Padre Paraíso
46552,Pai Pedro
46404,Paineiras
46503,Pains
46602,Paiva
46701,Palma
46750,Palmópolis
46909,Papagaios
47105,Pará de Minas
47006,Paracatu
47204,Paraguaçu
47303,Paraisópolis
47402,Paraopeba
47600,Passa Quatro
47709,Passa Tempo
47808,Passa Vinte
47501,Passabém
47907,Passos
47956,Patis
48004,Patos de Minas
48103,Patrocínio
48202,Patrocínio do Muriaé
48301,Paula Cândido
48400,Paulistas
48509,Pavão
48608,Peçanha
48707,Pedra Azul
48756,Pedra Bonita
48806,Pedra do Anta
48905,Pedra do Indaiá
49002,Pedra Dourada
49101,Pedralva
49150,Pedras de Maria da Cruz
49200,Pedrinópolis
49309,Pedro Leopoldo
49408,Pedro Teixeira
49507,Pequeri
49606,Pequi
49705,Perdigão
49804,Perdizes
49903,Perdões
49952,Periquito
50000,Pescador
50109,Piau
50158,Piedade de Caratinga
50208,Piedade de Ponte Nova
50307,Piedade do Rio Grande
50406,Piedade dos Gerais
50505,Pimenta
50539,Pingo-d'Água
50570,Pintópolis
50604,Piracema
50703,Pirajuba
50802,Piranga
50901,Piranguçu
51008,Piranguinho
51107,Pirapetinga
51206,Pirapora
51305,Piraúba
51404,Pitangui
51503,Piumhi
51602,Planura
51701,Poço Fundo
51800,Poços de Caldas
51909,Pocrane
52006,Pompéu
52105,Ponte Nova
52131,Ponto Chique
52170,Ponto dos Volantes
52204,Porteirinha
52303,Porto Firme
52402,Poté
52501,Pouso Alegre
52600,Pouso Alto
52709,Prados
52808,Prata
52907,Pratápolis
53004,Pratinha
53103,Presidente Bernardes
53202,Presidente Juscelino
53301,Presidente Kubitschek
53400,Presidente Olegário
53608,Prudente de Morais
53707,Quartel Geral
53806,Queluzito
53905,Raposos
54002,Raul Soares
54101,Recreio
54150,Reduto
54200,Resende Costa
54309,Resplendor
54408,Ressaquinha
54457,Riachinho
54507,Riacho dos Machados
54606,Ribeirão das Neves
54705,Ribeirão Vermelho
54804,Rio Acima
54903,Rio Casca
55108,Rio do Prado
55009,Rio Doce
55207,Rio Espera
55306,Rio Manso
55405,Rio Novo
55504,Rio Paranaíba
55603,Rio Pardo de Minas
55702,Rio Piracicaba
55801,Rio Pomba
55900,Rio Preto
56007,Rio Vermelho
56106,Ritápolis
56205,Rochedo de Minas
56304,Rodeiro
56403,Romaria
56452,Rosário da Limeira
56502,Rubelita
56601,Rubim
56700,Sabará
56809,Sabinópolis
56908,Sacramento
57005,Salinas
57104,Salto da Divisa
57203,Santa Bárbara
57252,Santa Bárbara do Leste
57278,Santa Bárbara do Monte Verde
57302,Santa Bárbara do Tugúrio
57336,Santa Cruz de Minas
57377,Santa Cruz de Salinas
57401,Santa Cruz do Escalvado
57500,Santa Efigênia de Minas
57609,Santa Fé de Minas
57658,Santa Helena de Minas
57708,Santa Juliana
57807,Santa Luzia
57906,Santa Margarida
58003,Santa Maria de Itabira
58102,Santa Maria do Salto
58201,Santa Maria do Suaçuí
59209,Santa Rita de Caldas
59407,Santa Rita de Ibitipoca
59308,Santa Rita de Jacutinga
59357,Santa Rita de Minas
59506,Santa Rita do Itueto
59605,Santa Rita do Sapucaí
59704,Santa Rosa da Serra
59803,Santa Vitória
58300,Santana da Vargem
58409,Santana de Cataguases
58508,Santana de Pirapama
58607,Santana do Deserto
58706,Santana do Garambéu
58805,Santana do Jacaré
58904,Santana do Manhuaçu
58953,Santana do Paraíso
59001,Santana do Riacho
59100,Santana dos Montes
59902,Santo Antônio do Amparo
60009,Santo Antônio do Aventureiro
60108,Santo Antônio do Grama
60207,Santo Antônio do Itambé
60306,Santo Antônio do Jacinto
60405,Santo Antônio do Monte
60454,Santo Antônio do Retiro
60504,Santo Antônio do Rio Abaixo
60603,Santo Hipólito
60702,Santos Dumont
60801,São Bento Abade
60900,São Brás do Suaçuí
60959,São Domingos das Dores
61007,São Domingos do Prata
61056,São Félix de Minas
61106,São Francisco
61205,São Francisco de Paula
61304,São Francisco de Sales
61403,São Francisco do Glória
61502,São Geraldo
61601,São Geraldo da Piedade
61650,São Geraldo do Baixio
61700,São Gonçalo do Abaeté
61809,São Gonçalo do Pará
61908,São Gonçalo do Rio Abaixo
25507,São Gonçalo do Rio Preto
62005,São Gonçalo do Sapucaí
62104,São Gotardo
62203,São João Batista do Glória
62252,São João da Lagoa
62302,São João da Mata
62401,São João da Ponte
62450,São João das Missões
62500,São João del Rei
62559,São João do Manhuaçu
62575,São João do Manteninha
62609,São João do Oriente
62658,São João do Pacuí
62708,São João do Paraíso
62807,São João Evangelista
62906,São João Nepomuceno
62922,São Joaquim de Bicas
62948,São José da Barra
62955,São José da Lapa
63003,São José da Safira
63102,São José da Varginha
63201,São José do Alegre
63300,São José do Divino
63409,São José do Goiabal
63508,São José do Jacuri
63607,São José do Mantimento
63706,São Lourenço
63805,São Miguel do Anta
63904,São Pedro da União
64100,São Pedro do Suaçuí
64001,São Pedro dos Ferros
64209,São Romão
64308,São Roque de Minas
64407,São Sebastião da Bela Vista
64431,São Sebastião da Vargem Alegre
64472,São Sebastião do Anta
64506,São Sebastião do Maranhão
64605,São Sebastião do Oeste
64704,São Sebastião do Paraíso
64803,São Sebastião do Rio Preto
64902,São Sebastião do Rio Verde
65008,São Tiago
65107,São Tomás de Aquino
65206,São Tomé das Letras
65305,São Vicente de Minas
65404,Sapucaí-Mirim
65503,Sardoá
65537,Sarzedo
65560,Sem-Peixe
65578,Senador Amaral
65602,Senador Cortes
65701,Senador Firmino
65800,Senador José Bento
65909,Senador Modestino Gonçalves
66006,Senhora de Oliveira
66105,Senhora do Porto
66204,Senhora dos Remédios
66303,Sericita
66402,Seritinga
66501,Serra Azul de Minas
66600,Serra da Saudade
66808,Serra do Salitre
66709,Serra dos Aimorés
66907,Serrania
66956,Serranópolis de Minas
67004,Serranos
67103,Serro
67202,Sete Lagoas
65552,Setubinha
67301,Silveirânia
67400,Silvianópolis
67509,Simão Pereira
67608,Simonésia
67707,Sobrália
67806,Soledade de Minas
67905,Tabuleiro
68002,Taiobeiras
68051,Taparuba
68101,Tapira
68200,Tapiraí
68309,Taquaraçu de Minas
68408,Tarumirim
68507,Teixeiras
68606,Teófilo Otoni
68705,Timóteo
68804,Tiradentes
68903,Tiros
69000,Tocantins
69059,Tocos do Moji
69109,Toledo
69208,Tombos
69307,Três Corações
69356,Três Marias
69406,Três Pontas
69505,Tumiritinga
69604,Tupaciguara
69703,Turmalina
69802,Turvolândia
69901,Ubá
70008,Ubaí
70057,Ubaporanga
70107,Uberaba
70206,Uberlândia
70305,Umburatiba
70404,Unaí
70438,União de Minas
70479,Uruana de Minas
70503,Urucânia
70529,Urucuia
70578,Vargem Alegre
70602,Vargem Bonita
70651,Vargem Grande do Rio Pardo
70701,Varginha
70750,Varjão de Minas
70800,Várzea da Palma
70909,Varzelândia
71006,Vazante
71030,Verdelândia
71071,Veredinha
71105,Veríssimo
71154,Vermelho Novo
71204,Vespasiano
71303,Viçosa
71402,Vieiras
71600,Virgem da Lapa
71709,Virgínia
71808,Virginópolis
71907,Virgolândia
72004,Visconde do Rio Branco
72103,Volta Grande
72202,Wenceslau Braz
102,Afonso Cláudio
169,Água Doce do Norte
136,Águia Branca
201,Alegre
300,Alfredo Chaves
359,Alto Rio Novo
409,Anchieta
508,Apiacá
607,Aracruz
706,Atílio Vivácqua
805,Baixo Guandu
904,Barra de São Francisco
1001,Boa Esperança
1100,Bom Jesus do Norte
1159,Brejetuba
1209,Cachoeiro de Itapemirim
1308,Cariacica
1407,Castelo
1506,Colatina
1605,Conceição da Barra
1704,Conceição do Castelo
1803,Divino de São Lourenço
1902,Domingos Martins
2009,Dores do Rio Preto
2108,Ecoporanga
2207,Fundão
2256,Governador Lindenberg
2306,Guaçuí
2405,Guarapari
2454,Ibatiba
2504,Ibiraçu
2553,Ibitirama
2603,Iconha
2652,Irupi
2702,Itaguaçu
2801,Itapemirim
2900,Itarana
3007,Iúna
3056,Jaguaré
3106,Jerônimo Monteiro
3130,João Neiva
3163,Laranja da Terra
3205,Linhares
3304,Mantenópolis
3320,Marataízes
3346,Marechal Floriano
3353,Marilândia
3403,Mimoso do Sul
3502,Montanha
3601,Mucurici
3700,Muniz Freire
3809,Muqui
3908,Nova Venécia
4005,Pancas
4054,Pedro Canário
4104,Pinheiros
4203,Piúma
4252,Ponto Belo
4302,Presidente Kennedy
4351,Rio Bananal
4401,Rio Novo do Sul
4500,Santa Leopoldina
4559,Santa Maria de Jetibá
4609,Santa Teresa
4658,São Domingos do Norte
4708,São Gabriel da Palha
4807,São José do Calçado
4906,São Mateus
4955,São Roque do Canaã
5002,Serra
5010,Sooretama
5036,Vargem Alta
5069,Venda Nova do Imigrante
5101,Viana
5150,Vila Pavão
5176,Vila Valério
5200,Vila Velha
5309,Vitória
100,Angra dos Reis
159,Aperibé
209,Araruama
225,Areal
233,Armação dos Búzios
258,Arraial do Cabo
308,Barra do Piraí
407,Barra Mansa
456,Belford Roxo
506,Bom Jardim
605,Bom Jesus do Itabapoana
704,Cabo Frio
803,Cachoeiras de Macacu
902,Cambuci
1009,Campos dos Goytacazes
1108,Cantagalo
936,Carapebus
1157,Cardoso Moreira
1207,Carmo
1306,Casimiro de Abreu
951,Comendador Levy Gasparian
1405,Conceição de Macabu
1504,Cordeiro
1603,Duas Barras
1702,Duque de Caxias
1801,Engenheiro Paulo de Frontin
1850,Guapimirim
1876,Iguaba Grande
1900,Itaboraí
2007,Itaguaí
2056,Italva
2106,Itaocara
2205,Itaperuna
2254,Itatiaia
2270,Japeri
2304,Laje do Muriaé
2403,Macaé
2452,Macuco
2502,Magé
2601,Mangaratiba
2700,Maricá
2809,Mendes
2858,Mesquita
2908,Miguel Pereira
3005,Miracema
3104,Natividade
3203,Nilópolis
3302,Niterói
3401,Nova Friburgo
3500,Nova Iguaçu
3609,Paracambi
3708,Paraíba do Sul
3807,Paraty
3856,Paty do Alferes
3906,Petrópolis
3955,Pinheiral
4003,Piraí
4102,Porciúncula
4110,Porto Real
4128,Quatis
4144,Queimados
4151,Quissamã
4201,Resende
4300,Rio Bonito
4409,Rio Claro
4508,Rio das Flores
4524,Rio das Ostras
4557,Rio de Janeiro
4607,Santa Maria Madalena
4706,Santo Antônio de Pádua
4805,São Fidélis
4755,São Francisco de Itabapoana
4904,São Gonçalo
5000,São João da Barra
5109,São João de Meriti
5133,São José de Ubá
5158,São José do Vale do Rio Preto
5208,São Pedro da Aldeia
5307,São Sebastião do Alto
5406,Sapucaia
5505,Saquarema
5554,Seropédica
5604,Silva Jardim
5703,Sumidouro
5752,Tanguá
5802,Teresópolis
5901,Trajano de Moraes
6008,Três Rios
6107,Valença
6156,Varre-Sai
6206,Vassouras
6305,Volta Redonda
105,Adamantina
204,Adolfo
303,Aguaí
402,Águas da Prata
501,Águas de Lindóia
550,Águas de Santa Bárbara
600,Águas de São Pedro
709,Agudos
758,Alambari
808,Alfredo Marcondes
907,Altair
1004,Altinópolis
1103,Alto Alegre
1152,Alumínio
1202,Álvares Florence
1301,Álvares Machado
1400,Álvaro de Carvalho
1509,Alvinlândia
1608,Americana
1707,Américo Brasiliense
1806,Américo de Campos
1905,Amparo
2002,Analândia
2101,Andradina
2200,Angatuba
2309,Anhembi
2408,Anhumas
2507,Aparecida
2606,Aparecida d'Oeste
2705,Apiaí
2754,Araçariguama
2804,Araçatuba
2903,Araçoiaba da Serra
3000,Aramina
3109,Arandu
3158,Arapeí
3208,Araraquara
3307,Araras
3356,Arco-Íris
3406,Arealva
3505,Areias
3604,Areiópolis
3703,Ariranha
3802,Artur Nogueira
3901,Arujá
3950,Aspásia
4008,Assis
4107,Atibaia
4206,Auriflama
4305,Avaí
4404,Avanhandava
4503,Avaré
4602,Bady Bassitt
4701,Balbinos
4800,Bálsamo
4909,Bananal
5005,Barão de Antonina
5104,Barbosa
5203,Bariri
5302,Barra Bonita
5351,Barra do Chapéu
5401,Barra do Turvo
5500,Barretos
5609,Barrinha
5708,Barueri
5807,Bastos
5906,Batatais
6003,Bauru
6102,Bebedouro
6201,Bento de Abreu
6300,Bernardino de Campos
6359,Bertioga
6409,Bilac
6508,Birigui
6607,Biritiba Mirim
6706,Boa Esperança do Sul
6805,Bocaina
6904,Bofete
7001,Boituva
7100,Bom Jesus dos Perdões
7159,Bom Sucesso de Itararé
7209,Borá
7308,Boracéia
7407,Borborema
7456,Borebi
7506,Botucatu
7605,Bragança Paulista
7704,Braúna
7753,Brejo Alegre
7803,Brodowski
7902,Brotas
8009,Buri
8108,Buritama
8207,Buritizal
8306,Cabrália Paulista
8405,Cabreúva
8504,Caçapava
8603,Cachoeira Paulista
8702,Caconde
8801,Cafelândia
8900,Caiabu
9007,Caieiras
9106,Caiuá
9205,Cajamar
9254,Cajati
9304,Cajobi
9403,Cajuru
9452,Campina do Monte Alegre
9502,Campinas
9601,Campo Limpo Paulista
9700,Campos do Jordão
9809,Campos Novos Paulista
9908,Cananéia
9957,Canas
10005,Cândido Mota
10104,Cândido Rodrigues
10153,Canitar
10203,Capão Bonito
10302,Capela do Alto
10401,Capivari
10500,Caraguatatuba
10609,Carapicuíba
10708,Cardoso
10807,Casa Branca
10906,Cássia dos Coqueiros
11003,Castilho
11102,Catanduva
11201,Catiguá
11300,Cedral
11409,Cerqueira César
11508,Cerquilho
11607,Cesário Lange
11706,Charqueada
57204,Chavantes
11904,Clementina
12001,Colina
12100,Colômbia
12209,Conchal
12308,Conchas
12407,Cordeirópolis
12506,Coroados
12605,Coronel Macedo
12704,Corumbataí
12803,Cosmópolis
12902,Cosmorama
13009,Cotia
13108,Cravinhos
13207,Cristais Paulista
13306,Cruzália
13405,Cruzeiro
13504,Cubatão
13603,Cunha
13702,Descalvado
13801,Diadema
13850,Dirce Reis
13900,Divinolândia
14007,Dobrada
14106,Dois Córregos
14205,Dolcinópolis
14304,Dourado
14403,Dracena
14502,Duartina
14601,Dumont
14700,Echaporã
14809,Eldorado
14908,Elias Fausto
14924,Elisiário
14957,Embaúba
15004,Embu das Artes
15103,Embu-Guaçu
15129,Emilianópolis
15152,Engenheiro Coelho
15186,Espírito Santo do Pinhal
15194,Espírito Santo do Turvo
57303,Estiva Gerbi
15301,Estrela do Norte
15202,Estrela d'Oeste
15350,Euclides da Cunha Paulista
15400,Fartura
15608,Fernando Prestes
15509,Fernandópolis
15657,Fernão
15707,Ferraz de Vasconcelos
15806,Flora Rica
15905,Floreal
16002,Flórida Paulista
16101,Florínea
16200,Franca
16309,Francisco Morato
16408,Franco da Rocha
16507,Gabriel Monteiro
16606,Gália
16705,Garça
16804,Gastão Vidigal
16853,Gavião Peixoto
16903,General Salgado
17000,Getulina
17109,Glicério
17208,Guaiçara
17307,Guaimbê
17406,Guaíra
17505,Guapiaçu
17604,Guapiara
17703,Guará
17802,Guaraçaí
17901,Guaraci
18008,Guarani d'Oeste
18107,Guarantã
18206,Guararapes
18305,Guararema
18404,Guaratinguetá
18503,Guareí
18602,Guariba
18701,Guarujá
18800,Guarulhos
18859,Guatapará
18909,Guzolândia
19006,Herculândia
19055,Holambra
19071,Hortolândia
19105,Iacanga
19204,Iacri
19253,Iaras
19303,Ibaté
19402,Ibirá
19501,Ibirarema
19600,Ibitinga
19709,Ibiúna
19808,Icém
19907,Iepê
20004,Igaraçu do Tietê
20103,Igarapava
20202,Igaratá
20301,Iguape
20426,Ilha Comprida
20442,Ilha Solteira
20400,Ilhabela
20509,Indaiatuba
20608,Indiana
20707,Indiaporã
20806,Inúbia Paulista
20905,Ipaussu
21002,Iperó
21101,Ipeúna
21150,Ipiguá
21200,Iporanga
21309,Ipuã
21408,Iracemápolis
21507,Irapuã
21606,Irapuru
21705,Itaberá
21804,Itaí
21903,Itajobi
22000,Itaju
22109,Itanhaém
22158,Itaoca
22208,Itapecerica da Serra
22307,Itapetininga
22406,Itapeva
22505,Itapevi
22604,Itapira
22653,Itapirapuã Paulista
22703,Itápolis
22802,Itaporanga
22901,Itapuí
23008,Itapura
23107,Itaquaquecetuba
23206,Itararé
23305,Itariri
23404,Itatiba
23503,Itatinga
23602,Itirapina
23701,Itirapuã
23800,Itobi
23909,Itu
24006,Itupeva
24105,Ituverava
24204,Jaborandi
24303,Jaboticabal
24402,Jacareí
24501,Jaci
24600,Jacupiranga
24709,Jaguariúna
24808,Jales
24907,Jambeiro
25003,Jandira
25102,Jardinópolis
25201,Jarinu
25300,Jaú
25409,Jeriquara
25508,Joanópolis
25607,João Ramalho
25706,José Bonifácio
25805,Júlio Mesquita
25854,Jumirim
25904,Jundiaí
26001,Junqueirópolis
26100,Juquiá
26209,Juquitiba
26308,Lagoinha
26407,Laranjal Paulista
26506,Lavínia
26605,Lavrinhas
26704,Leme
26803,Lençóis Paulista
26902,Limeira
27009,Lindóia
27108,Lins
27207,Lorena
27256,Lourdes
27306,Louveira
27405,Lucélia
27504,Lucianópolis
27603,Luís Antônio
27702,Luiziânia
27801,Lupércio
27900,Lutécia
28007,Macatuba
28106,Macaubal
28205,Macedônia
28304,Magda
28403,Mairinque
28502,Mairiporã
28601,Manduri
28700,Marabá Paulista
28809,Maracaí
28858,Marapoama
28908,Mariápolis
29005,Marília
29104,Marinópolis
29203,Martinópolis
29302,Matão
29401,Mauá
29500,Mendonça
29609,Meridiano
29658,Mesópolis
29708,Miguelópolis
29807,Mineiros do Tietê
30003,Mira Estrela
29906,Miracatu
30102,Mirandópolis
30201,Mirante do Paranapanema
30300,Mirassol
30409,Mirassolândia
30508,Mococa
30607,Mogi das Cruzes
30706,Mogi Guaçu
30805,Mogi Mirim
30904,Mombuca
31001,Monções
31100,Mongaguá
31209,Monte Alegre do Sul
31308,Monte Alto
31407,Monte Aprazível
31506,Monte Azul Paulista
31605,Monte Castelo
31803,Monte Mor
31704,Monteiro Lobato
31902,Morro Agudo
32009,Morungaba
32058,Motuca
32108,Murutinga do Sul
32157,Nantes
32207,Narandiba
32306,Natividade da Serra
32405,Nazaré Paulista
32504,Neves Paulista
32603,Nhandeara
32702,Nipoã
32801,Nova Aliança
32827,Nova Campina
32843,Nova Canaã Paulista
32868,Nova Castilho
32900,Nova Europa
33007,Nova Granada
33106,Nova Guataporanga
33205,Nova Independência
33304,Nova Luzitânia
33403,Nova Odessa
33254,Novais
33502,Novo Horizonte
33601,Nuporanga
33700,Ocauçu
33809,Óleo
33908,Olímpia
34005,Onda Verde
34104,Oriente
34203,Orindiúva
34302,Orlândia
34401,Osasco
34500,Oscar Bressane
34609,Osvaldo Cruz
34708,Ourinhos
34807,Ouro Verde
34757,Ouroeste
34906,Pacaembu
35002,Palestina
35101,Palmares Paulista
35200,Palmeira d'Oeste
35309,Palmital
35408,Panorama
35507,Paraguaçu Paulista
35606,Paraibuna
35705,Paraíso
35804,Paranapanema
35903,Paranapuã
36000,Parapuã
36109,Pardinho
36208,Pariquera-Açu
36257,Parisi
36307,Patrocínio Paulista
36406,Paulicéia
36505,Paulínia
36570,Paulistânia
36604,Paulo de Faria
36703,Pederneiras
36802,Pedra Bela
36901,Pedranópolis
37008,Pedregulho
37107,Pedreira
37156,Pedrinhas Paulista
37206,Pedro de Toledo
37305,Penápolis
37404,Pereira Barreto
37503,Pereiras
37602,Peruíbe
37701,Piacatu
37800,Piedade
37909,Pilar do Sul
38006,Pindamonhangaba
38105,Pindorama
38204,Pinhalzinho
38303,Piquerobi
38501,Piquete
38600,Piracaia
38709,Piracicaba
38808,Piraju
38907,Pirajuí
39004,Pirangi
39103,Pirapora do Bom Jesus
39202,Pirapozinho
39301,Pirassununga
39400,Piratininga
39509,Pitangueiras
39608,Planalto
39707,Platina
39806,Poá
39905,Poloni
40002,Pompéia
40101,Pongaí
40200,Pontal
40259,Pontalinda
40309,Pontes Gestal
40408,Populina
40507,Porangaba
40606,Porto Feliz
40705,Porto Ferreira
40754,Potim
40804,Potirendaba
40853,Pracinha
40903,Pradópolis
41000,Praia Grande
41059,Pratânia
41109,Presidente Alves
41208,Presidente Bernardes
41307,Presidente Epitácio
41406,Presidente Prudente
41505,Presidente Venceslau
41604,Promissão
41653,Quadra
41703,Quatá
41802,Queiroz
41901,Queluz
42008,Quintana
42107,Rafard
42206,Rancharia
42305,Redenção da Serra
42404,Regente Feijó
42503,Reginópolis
42602,Registro
42701,Restinga
42800,Ribeira
42909,Ribeirão Bonito
43006,Ribeirão Branco
43105,Ribeirão Corrente
43204,Ribeirão do Sul
43238,Ribeirão dos Índios
43253,Ribeirão Grande
43303,Ribeirão Pires
43402,Ribeirão Preto
43600,Rifaina
43709,Rincão
43808,Rinópolis
43907,Rio Claro
44004,Rio das Pedras
44103,Rio Grande da Serra
44202,Riolândia
43501,Riversul
44251,Rosana
44301,Roseira
44400,Rubiácea
44509,Rubinéia
44608,Sabino
44707,Sagres
44806,Sales
44905,Sales Oliveira
45001,Salesópolis
45100,Salmourão
45159,Saltinho
45209,Salto
45308,Salto de Pirapora
45407,Salto Grande
45506,Sandovalina
45605,Santa Adélia
45704,Santa Albertina
45803,Santa Bárbara d'Oeste
46009,Santa Branca
46108,Santa Clara d'Oeste
46207,Santa Cruz da Conceição
46256,Santa Cruz da Esperança
46306,Santa Cruz das Palmeiras
46405,Santa Cruz do Rio Pardo
46504,Santa Ernestina
46603,Santa Fé do Sul
46702,Santa Gertrudes
46801,Santa Isabel
46900,Santa Lúcia
47007,Santa Maria da Serra
47106,Santa Mercedes
47502,Santa Rita do Passa Quatro
47403,Santa Rita d'Oeste
47601,Santa Rosa de Viterbo
47650,Santa Salete
47205,Santana da Ponte Pensa
47304,Santana de Parnaíba
47700,Santo Anastácio
47809,Santo André
47908,Santo Antônio da Alegria
48005,Santo Antônio de Posse
48054,Santo Antônio do Aracanguá
48104,Santo Antônio do Jardim
48203,Santo Antônio do Pinhal
48302,Santo Expedito
48401,Santópolis do Aguapeí
48500,Santos
48609,São Bento do Sapucaí
48708,São Bernardo do Campo
48807,São Caetano do Sul
48906,São Carlos
49003,São Francisco
49102,São João da Boa Vista
49201,São João das Duas Pontes
49250,São João de Iracema
49300,São João do Pau d'Alho
49409,São Joaquim da Barra
49508,São José da Bela Vista
49607,São José do Barreiro
49706,São José do Rio Pardo
49805,São José do Rio Preto
49904,São José dos Campos
49953,São Lourenço da Serra
50001,São Luiz do Paraitinga
50100,São Manuel
50209,São Miguel Arcanjo
50308,São Paulo
50407,São Pedro
50506,São Pedro do Turvo
50605,São Roque
50704,São Sebastião
50803,São Sebastião da Grama
50902,São Simão
51009,São Vicente
51108,Sarapuí
51207,Sarutaiá
51306,Sebastianópolis do Sul
51405,Serra Azul
51603,Serra Negra
51504,Serrana
51702,Sertãozinho
51801,Sete Barras
51900,Severínia
52007,Silveiras
52106,Socorro
52205,Sorocaba
52304,Sud Mennucci
52403,Sumaré
52551,Suzanápolis
52502,Suzano
52601,Tabapuã
52700,Tabatinga
52809,Taboão da Serra
52908,Taciba
53005,Taguaí
53104,Taiaçu
53203,Taiúva
53302,Tambaú
53401,Tanabi
53500,Tapiraí
53609,Tapiratiba
53658,Taquaral
53708,Taquaritinga
53807,Taquarituba
53856,Taquarivaí
53906,Tarabai
53955,Tarumã
54003,Tatuí
54102,Taubaté
54201,Tejupá
54300,Teodoro Sampaio
54409,Terra Roxa
54508,Tietê
54607,Timburi
54656,Torre de Pedra
54706,Torrinha
54755,Trabiju
54805,Tremembé
54904,Três Fronteiras
54953,Tuiuti
55000,Tupã
55109,Tupi Paulista
55208,Turiúba
55307,Turmalina
55356,Ubarana
55406,Ubatuba
55505,Ubirajara
55604,Uchoa
55703,União Paulista
55802,Urânia
55901,Uru
56008,Urupês
56107,Valentim Gentil
56206,Valinhos
56305,Valparaíso
56354,Vargem
56404,Vargem Grande do Sul
56453,Vargem Grande Paulista
56503,Várzea Paulista
56602,Vera Cruz
56701,Vinhedo
56800,Viradouro
56909,Vista Alegre do Alto
56958,Vitória Brasil
57006,Votorantim
57105,Votuporanga
57154,Zacarias
103,Abatiá
202,Adrianópolis
301,Agudos do Sul
400,Almirante Tamandaré
459,Altamira do Paraná
28625,Alto Paraíso
608,Alto Paraná
707,Alto Piquiri
509,Altônia
806,Alvorada do Sul
905,Amaporã
1002,Ampére
1051,Anahy
1101,Andirá
1150,Ângulo
1200,Antonina
1309,Antônio Olinto
1408,Apucarana
1507,Arapongas
1606,Arapoti
1655,Arapuã
1705,Araruna
1804,Araucária
1853,Ariranha do Ivaí
1903,Assaí
